Zip;City;State;Latitude;Longitude;Timezone;Daylight savings time flag;geopoint
98943;South Cle Elum;WA;47.186592;-120.95503;-8;1;47.186592,-120.95503
99171;Saint John;WA;47.11653;-117.63938;-8;1;47.11653,-117.63938
98201;Everett;WA;47.986274;-122.20222;-8;1;47.986274,-122.20222
99109;Chewelah;WA;48.269784;-117.73437;-8;1;48.269784,-117.73437
37887;Wartburg;TN;36.091018;-84.56863;-5;1;36.091018,-84.56863
02471;Watertown;MA;42.446396;-71.459405;-5;1;42.446396,-71.459405
57659;Walker;SD;45.708402;-101.154581;-7;1;45.708402,-101.154581
91795;Walnut;CA;33.786594;-118.298662;-8;1;33.786594,-118.298662
99158;Oakesdale;WA;47.136249;-117.25463;-8;1;47.136249,-117.25463
20220;Washington;DC;38.893311;-77.014647;-5;1;38.893311,-77.014647
20420;Washington;DC;38.903461;-77.027648;-5;1;38.903461,-77.027648
20533;Washington;DC;38.901102;-77.032591;-5;1;38.901102,-77.032591
96786;Wahiawa;HI;21.501722;-158.03543;-10;0;21.501722,-158.03543
98901;Yakima;WA;46.616199;-120.46481;-8;1;46.616199,-120.46481
99126;Evans;WA;48.733324;-117.97348;-8;1;48.733324,-117.97348
77970;La Ward;TX;28.865213;-96.4397;-6;1;28.865213,-96.4397
98840;Okanogan;WA;48.343356;-119.57656;-8;1;48.343356,-119.57656
46835;Fort Wayne;IN;41.138599;-85.05941;-5;0;41.138599,-85.05941
17741;Watson;PA;41.229164;-77.28278;-5;1;41.229164,-77.28278
99118;Curlew;WA;48.890892;-118.64475;-8;1;48.890892,-118.64475
98174;Seattle;WA;47.604718;-122.33523;-8;1;47.604718,-122.33523
98824;George;WA;47.079243;-119.860117;-8;1;47.079243,-119.860117
98145;Seattle;WA;47.432251;-121.803388;-8;1;47.432251,-121.803388
23180;Water View;VA;37.710586;-76.63179;-5;1;37.710586,-76.63179
98942;Selah;WA;46.726395;-120.56997;-8;1;46.726395,-120.56997
20254;Washington;DC;38.893311;-77.014647;-5;1;38.893311,-77.014647
11050;Port Washington;NY;40.833246;-73.69309;-5;1;40.833246,-73.69309
99176;Thornton;WA;47.117965;-117.41047;-8;1;47.117965,-117.41047
98206;Everett;WA;47.859918;-122.284785;-8;1;47.859918,-122.284785
99146;Laurier;WA;48.92816;-118.2897;-8;1;48.92816,-118.2897
99309;Mattawa;WA;46.731046;-119.901931;-8;1;46.731046,-119.901931
20314;Washington;DC;38.893311;-77.014647;-5;1;38.893311,-77.014647
98105;Seattle;WA;47.66377;-122.30118;-8;1;47.66377,-122.30118
98262;Lummi Island;WA;48.699642;-122.66658;-8;1;48.699642,-122.66658
98371;Puyallup;WA;47.196272;-122.31577;-8;1;47.196272,-122.31577
98591;Toledo;WA;46.433226;-122.80083;-8;1;46.433226,-122.80083
99207;Spokane;WA;47.693741;-117.38829;-8;1;47.693741,-117.38829
99349;Mattawa;WA;46.726526;-119.8857;-8;1;46.726526,-119.8857
98671;Washougal;WA;45.594465;-122.28112;-8;1;45.594465,-122.28112
99687;Wasilla;AK;61.391728;-149.99002;-9;1;61.391728,-149.99002
11792;Wading River;NY;40.953261;-72.8368;-5;1;40.953261,-72.8368
20215;Washington;DC;38.893311;-77.014647;-5;1;38.893311,-77.014647
20422;Washington;DC;38.893311;-77.014647;-5;1;38.893311,-77.014647
06749;Waterbury;CT;41.365709;-72.927507;-5;1;41.365709,-72.927507
79093;Waka;TX;36.280101;-101.04673;-6;1;36.280101,-101.04673
98282;Camano;WA;48.185511;-122.48209;-8;1;48.185511,-122.48209
45687;Wakefield;OH;39.072829;-83.085764;-5;1;39.072829,-83.085764
41093;Wallingford;KY;38.37106;-83.57103;-5;1;38.37106,-83.57103
44490;Washingtonville;OH;40.899731;-80.76333;-5;1;40.899731,-80.76333
46825;Fort Wayne;IN;41.150677;-85.12181;-5;0;41.150677,-85.12181
20599;Washington;DC;38.893311;-77.014647;-5;1;38.893311,-77.014647
40873;Wallins Creek;KY;36.823334;-83.41058;-5;1;36.823334,-83.41058
20091;Washington;DC;38.893311;-77.014647;-5;1;38.893311,-77.014647
14572;Wayland;NY;42.569876;-77.57637;-5;1;42.569876,-77.57637
20436;Washington;DC;38.895927;-77.021068;-5;1;38.895927,-77.021068
98383;Silverdale;WA;47.667257;-122.69055;-8;1;47.667257,-122.69055
98073;Redmond;WA;47.432251;-121.803388;-8;1;47.432251,-121.803388
01081;Wales;MA;42.058024;-72.22517;-5;1;42.058024,-72.22517
57479;Warner;SD;45.321875;-98.46429;-6;1;45.321875,-98.46429
74963;Watson;OK;34.37769;-94.55278;-6;1;34.37769,-94.55278
10992;Washingtonville;NY;41.428269;-74.16178;-5;1;41.428269,-74.16178
94597;Walnut Creek;CA;37.777208;-121.955399;-8;1;37.777208,-121.955399
49796;Walloon Lake;MI;45.269001;-84.9475;-5;1;45.269001,-84.9475
46581;Warsaw;IN;41.239365;-85.864267;-5;0;41.239365,-85.864267
07881;Wallpack Center;NJ;41.125646;-74.917711;-5;1;41.125646,-74.917711
02154;Waltham;MA;42.388938;-71.2398;-5;1;42.388938,-71.2398
98034;Kirkland;WA;47.71828;-122.19702;-8;1;47.71828,-122.19702
98315;Silverdale;WA;47.720777;-122.71309;-8;1;47.720777,-122.71309
78074;Waring;TX;29.950969;-98.79093;-6;1;29.950969,-98.79093
98672;White Salmon;WA;45.786727;-121.47523;-8;1;45.786727,-121.47523
99165;Pullman;WA;46.838747;-117.644337;-8;1;46.838747,-117.644337
13694;Waddington;NY;44.866754;-75.17201;-5;1;44.866754,-75.17201
44684;Walnut Creek;OH;40.561693;-81.677906;-5;1;40.561693,-81.677906
99135;Hartline;WA;47.641983;-119.08897;-8;1;47.641983,-119.08897
99138;Inchelium;WA;48.207661;-118.2979;-8;1;48.207661,-118.2979
98597;Yelm;WA;46.893352;-122.56719;-8;1;46.893352,-122.56719
20332;Washington;DC;38.829932;-77.0176;-5;1;38.829932,-77.0176
99327;Cunningham;WA;46.828931;-118.829153;-8;1;46.828931,-118.829153
98836;Monitor;WA;47.481133;-120.41354;-8;1;47.481133,-120.41354
62894;Waltonville;IL;38.212746;-89.03866;-6;1;38.212746,-89.03866
20097;Washington;DC;38.893311;-77.014647;-5;1;38.893311,-77.014647
20053;Washington;DC;38.893311;-77.014647;-5;1;38.893311,-77.014647
98255;Hamilton;WA;48.525461;-121.9887;-8;1;48.525461,-121.9887
98617;Dallesport;WA;45.632051;-121.16835;-8;1;45.632051,-121.16835
99008;Edwall;WA;47.50505;-117.93432;-8;1;47.50505,-117.93432
53826;Wauzeka;WI;43.124756;-90.90828;-6;1;43.124756,-90.90828
20004;Washington;DC;38.895268;-77.0276;-5;1;38.895268,-77.0276
20219;Washington;DC;38.893311;-77.014647;-5;1;38.893311,-77.014647
20231;Washington;DC;38.893311;-77.014647;-5;1;38.893311,-77.014647
53187;Waukesha;WI;43.018696;-88.302997;-6;1;43.018696,-88.302997
30183;Waleska;GA;34.332315;-84.577;-5;1;34.332315,-84.577
23480;Wachapreague;VA;37.605335;-75.69088;-5;1;37.605335,-75.69088
20601;Waldorf;MD;38.634306;-76.86008;-5;1;38.634306,-76.86008
98130;Seattle;WA;47.432251;-121.803388;-8;1;47.432251,-121.803388
99141;Kettle Falls;WA;48.690209;-118.10045;-8;1;48.690209,-118.10045
98222;Blakely Island;WA;48.586563;-122.80317;-8;1;48.586563,-122.80317
98492;Lakewood;WA;47.066193;-122.113223;-8;1;47.066193,-122.113223
20579;Washington;DC;38.904311;-77.044649;-5;1;38.904311,-77.044649
52653;Wapello;IA;41.171534;-91.17035;-6;1;41.171534,-91.17035
98231;Blaine;WA;48.814753;-121.988548;-8;1;48.814753,-121.988548
98259;North Lakewood;WA;48.037258;-121.682271;-8;1;48.037258,-121.682271
95254;Wallace;CA;38.192911;-120.95775;-8;1;38.192911,-120.95775
20393;Washington;DC;38.893311;-77.014647;-5;1;38.893311,-77.014647
03215;Waterville Valley;NH;43.951304;-71.50336;-5;1;43.951304,-71.50336
98108;Seattle;WA;47.546188;-122.31514;-8;1;47.546188,-122.31514
97489;Walterville;OR;44.131706;-122.6367;-8;1;44.131706,-122.6367
20066;Washington;DC;38.893311;-77.014647;-5;1;38.893311,-77.014647
20444;Washington;DC;38.893311;-77.014647;-5;1;38.893311,-77.014647
98443;Tacoma;WA;47.202874;-122.37678;-8;1;47.202874,-122.37678
99352;Richland;WA;46.279657;-119.28137;-8;1;46.279657,-119.28137
37185;Waverly;TN;36.085376;-87.81626;-6;1;36.085376,-87.81626
99017;Lamont;WA;47.197445;-117.85558;-8;1;47.197445,-117.85558
99157;Northport;WA;48.897876;-117.81647;-8;1;48.897876,-117.81647
55388;Watertown;MN;44.955136;-93.84467;-6;1;44.955136,-93.84467
20541;Washington;DC;38.887405;-77.004663;-5;1;38.887405,-77.004663
98629;La Center;WA;45.8768;-122.62193;-8;1;45.8768,-122.62193
98649;Toutle;WA;46.352771;-122.66054;-8;1;46.352771,-122.66054
98248;Ferndale;WA;48.852655;-122.61807;-8;1;48.852655,-122.61807
98596;Winlock;WA;46.493247;-122.92262;-8;1;46.493247,-122.92262
57201;Watertown;SD;44.916657;-97.11346;-6;1;44.916657,-97.11346
20037;Washington;DC;38.900394;-77.05126;-5;1;38.900394,-77.05126
76715;Waco;TX;31.553646;-97.203166;-6;1;31.553646,-97.203166
64930;Washington;MO;39.781173;-94.600647;-6;1;39.781173,-94.600647
20218;Washington;DC;38.893311;-77.014647;-5;1;38.893311,-77.014647
80480;Walden;CO;40.621621;-106.24457;-7;1;40.621621,-106.24457
98191;Seattle;WA;47.432251;-121.803388;-8;1;47.432251,-121.803388
99027;Otis Orchards;WA;47.703698;-117.12007;-8;1;47.703698,-117.12007
99328;Dayton;WA;46.319087;-117.96887;-8;1;46.319087,-117.96887
96738;Waikoloa;HI;19.947774;-155.78634;-10;0;19.947774,-155.78634
76690;Walnut Springs;TX;32.078488;-97.76708;-6;1;32.078488,-97.76708
20224;Washington;DC;38.893311;-77.014647;-5;1;38.893311,-77.014647
98033;Kirkland;WA;47.67903;-122.1934;-8;1;47.67903,-122.1934
98397;Longmire;WA;47.066193;-122.113223;-8;1;47.066193,-122.113223
98645;Silverlake;WA;46.318482;-122.7757;-8;1;46.318482,-122.7757
98243;Deer Harbor;WA;48.612763;-123.02057;-8;1;48.612763,-123.02057
98611;Castle Rock;WA;46.308371;-122.8987;-8;1;46.308371,-122.8987
31098;Warner Robins;GA;32.614742;-83.59829;-5;1;32.614742,-83.59829
04903;Waterville;ME;44.549225;-69.713178;-5;1;44.549225,-69.713178
98275;Mukilteo;WA;47.916148;-122.30293;-8;1;47.916148,-122.30293
41267;Warfield;KY;37.855146;-82.41666;-5;1;37.855146,-82.41666
98952;White Swan;WA;46.377579;-120.7144;-8;1;46.377579,-120.7144
98015;Bellevue;WA;47.432251;-121.803388;-8;1;47.432251,-121.803388
99219;Spokane;WA;47.653568;-117.431742;-8;1;47.653568,-117.431742
20052;Washington;DC;38.90014;-77.047899;-5;1;38.90014,-77.047899
13856;Walton;NY;42.182237;-75.14627;-5;1;42.182237,-75.14627
80481;Ward;CO;40.10613;-105.48044;-7;1;40.10613,-105.48044
99654;Wasilla;AK;61.580187;-149.48821;-9;1;61.580187,-149.48821
20080;Washington;DC;38.893311;-77.014647;-5;1;38.893311,-77.014647
53134;Walworth;WI;42.560001;-88.594815;-6;1;42.560001,-88.594815
98134;Seattle;WA;47.57867;-122.33441;-8;1;47.57867,-122.33441
98673;Wishram;WA;45.661878;-120.94997;-8;1;45.661878,-120.94997
99039;Waverly;WA;47.329704;-117.244981;-8;1;47.329704,-117.244981
99103;Almira;WA;47.721863;-118.95554;-8;1;47.721863,-118.95554
55983;Wanamingo;MN;44.285672;-92.79816;-6;1;44.285672,-92.79816
07057;Wallington;NJ;40.852931;-74.10925;-5;1;40.852931,-74.10925
20071;Washington;DC;38.893311;-77.014647;-5;1;38.893311,-77.014647
20059;Washington;DC;38.893311;-77.014647;-5;1;38.893311,-77.014647
20520;Washington;DC;38.893217;-77.048957;-5;1;38.893217,-77.048957
46854;Fort Wayne;IN;41.093763;-85.070713;-5;0;41.093763,-85.070713
49463;Wabaningo;MI;43.295493;-86.468853;-5;1;43.295493,-86.468853
01880;Wakefield;MA;42.501345;-71.07132;-5;1;42.501345,-71.07132
73772;Watonga;OK;35.870276;-98.43772;-6;1;35.870276,-98.43772
98647;Skamokawa;WA;46.296658;-123.46828;-8;1;46.296658,-123.46828
06724;Waterbury;CT;41.365709;-72.927507;-5;1;41.365709,-72.927507
49968;Wakefield;MI;46.466645;-89.91876;-6;1;46.466645,-89.91876
48095;Washington;MI;42.779239;-83.02605;-5;1;42.779239,-83.02605
98251;Gold Bar;WA;47.851713;-121.66644;-8;1;47.851713,-121.66644
53587;South Wayne;WI;42.584521;-89.9026;-6;1;42.584521,-89.9026
41094;Walton;KY;38.87872;-84.62558;-5;1;38.87872,-84.62558
99156;Newport;WA;48.159752;-117.16984;-8;1;48.159752,-117.16984
04492;Waite;ME;45.002969;-67.495548;-5;1;45.002969,-67.495548
20338;Washington;DC;38.893311;-77.014647;-5;1;38.893311,-77.014647
98138;Seattle;WA;47.432251;-121.803388;-8;1;47.432251,-121.803388
98940;Ronald;WA;47.33394;-121.02979;-8;1;47.33394,-121.02979
98110;Bainbridge Island;WA;47.65526;-122.53508;-8;1;47.65526,-122.53508
98292;Stanwood;WA;48.222046;-122.38961;-8;1;48.222046,-122.38961
98944;Sunnyside;WA;46.342102;-119.99;-8;1;46.342102,-119.99
98731;Waller;WA;47.185462;-122.353089;-8;1;47.185462,-122.353089
68462;Waverly;NE;40.924298;-96.52581;-6;1;40.924298,-96.52581
14139;South Wales;NY;42.716919;-78.53931;-5;1;42.716919,-78.53931
13165;Waterloo;NY;42.911377;-76.87027;-5;1;42.911377,-76.87027
98263;Lyman;WA;48.534462;-122.058644;-8;1;48.534462,-122.058644
98012;Bothell;WA;47.84311;-122.20457;-8;1;47.84311,-122.20457
98106;Seattle;WA;47.53282;-122.35443;-8;1;47.53282,-122.35443
99113;Colton;WA;46.577614;-117.16133;-8;1;46.577614,-117.16133
19088;Wayne;PA;39.934047;-75.405987;-5;1;39.934047,-75.405987
32463;Wausau;FL;30.631345;-85.58981;-6;1;30.631345,-85.58981
33877;Waverly;FL;27.982891;-81.61743;-5;1;27.982891,-81.61743
98168;Seattle;WA;47.491327;-122.3027;-8;1;47.491327,-122.3027
96898;Wake Island;HI;24.859832;-168.021815;-10;0;24.859832,-168.021815
38686;Walls;MS;34.875277;-89.991991;-6;1;34.875277,-89.991991
14893;Wayne;NY;42.474143;-77.097713;-5;1;42.474143,-77.097713
29384;Waterloo;SC;34.323605;-82.08325;-5;1;34.323605,-82.08325
98291;Snohomish;WA;47.909511;-122.050108;-8;1;47.909511,-122.050108
98401;Tacoma;WA;47.253671;-122.444335;-8;1;47.253671,-122.444335
98466;Tacoma;WA;47.230402;-122.53272;-8;1;47.230402,-122.53272
55981;Wabasha;MN;44.374261;-92.04204;-6;1;44.374261,-92.04204
28170;Wadesboro;NC;34.985423;-80.08543;-5;1;34.985423,-80.08543
46807;Fort Wayne;IN;41.046848;-85.14481;-5;0;41.046848,-85.14481
75168;Waxahachie;TX;32.374937;-96.716638;-6;1;32.374937,-96.716638
14892;Waverly;NY;42.023442;-76.53404;-5;1;42.023442,-76.53404
84780;Washington;UT;37.144146;-113.49671;-7;1;37.144146,-113.49671
31333;Walthourville;GA;31.77789;-81.64534;-5;1;31.77789,-81.64534
16441;Waterford;PA;41.93958;-79.98542;-5;1;41.93958,-79.98542
98445;Tacoma;WA;47.148269;-122.41196;-8;1;47.148269,-122.41196
99223;Spokane;WA;47.614744;-117.35892;-8;1;47.614744,-117.35892
20565;Washington;DC;38.891941;-77.018853;-5;1;38.891941,-77.018853
68785;Waterbury;NE;42.437174;-96.72103;-6;1;42.437174,-96.72103
55390;Waverly;MN;45.066811;-93.97836;-6;1;45.066811,-93.97836
20418;Washington;DC;38.904253;-77.05723;-5;1;38.904253,-77.05723
98343;Joyce;WA;48.18315;-123.872972;-8;1;48.18315,-123.872972
98467;University Place;WA;47.203946;-122.52996;-8;1;47.203946,-122.52996
99215;Spokane;WA;47.653568;-117.431742;-8;1;47.653568,-117.431742
98311;Bremerton;WA;47.629717;-122.63493;-8;1;47.629717,-122.63493
98494;Tacoma;WA;47.066193;-122.113223;-8;1;47.066193,-122.113223
98338;Graham;WA;47.028423;-122.291;-8;1;47.028423,-122.291
48329;Waterford;MI;42.68828;-83.38967;-5;1;42.68828,-83.38967
99353;West Richland;WA;46.297139;-119.35457;-8;1;46.297139,-119.35457
93282;Waukena;CA;36.12763;-119.52202;-8;1;36.12763,-119.52202
48090;Warren;MI;42.672322;-82.903065;-5;1;42.672322,-82.903065
99134;Harrington;WA;47.460312;-118.38258;-8;1;47.460312,-118.38258
98058;Renton;WA;47.448322;-122.14584;-8;1;47.448322,-122.14584
98117;Seattle;WA;47.685919;-122.37838;-8;1;47.685919,-122.37838
98505;Olympia;WA;47.065404;-122.976187;-8;1;47.065404,-122.976187
20391;Washington;DC;38.893311;-77.014647;-5;1;38.893311,-77.014647
10990;Warwick;NY;41.259896;-74.35837;-5;1;41.259896,-74.35837
97053;Warren;OR;45.821358;-122.86404;-8;1;45.821358,-122.86404
98237;Concrete;WA;48.497601;-121.70018;-8;1;48.497601,-121.70018
14891;Watkins Glen;NY;42.374828;-76.91606;-5;1;42.374828,-76.91606
98365;Port Ludlow;WA;47.907561;-122.69416;-8;1;47.907561,-122.69416
31796;Warwick;GA;31.782466;-83.86973;-5;1;31.782466,-83.86973
60083;Wadsworth;IL;42.428187;-87.92935;-6;1;42.428187,-87.92935
37184;Watertown;TN;36.096166;-86.13715;-6;1;36.096166,-86.13715
12592;Wassaic;NY;41.782781;-73.55792;-5;1;41.782781,-73.55792
84082;Wallsburg;UT;40.371817;-111.41809;-7;1;40.371817,-111.41809
20306;Washington;DC;38.893311;-77.014647;-5;1;38.893311,-77.014647
98232;Bow;WA;48.559548;-122.41375;-8;1;48.559548,-122.41375
98465;Tacoma;WA;47.247735;-122.52818;-8;1;47.247735,-122.52818
98855;Tonasket;WA;48.689509;-119.32169;-8;1;48.689509,-119.32169
20403;Washington;DC;38.893311;-77.014647;-5;1;38.893311,-77.014647
20419;Washington;DC;38.893311;-77.014647;-5;1;38.893311,-77.014647
38683;Walnut;MS;34.937606;-88.85572;-6;1;34.937606,-88.85572
98239;Coupeville;WA;48.204162;-122.66723;-8;1;48.204162,-122.66723
98477;Tacoma;WA;47.066193;-122.113223;-8;1;47.066193,-122.113223
98546;Grapeview;WA;47.321442;-122.92935;-8;1;47.321442,-122.92935
20187;Warrenton;VA;38.735202;-77.73717;-5;1;38.735202,-77.73717
98575;Quinault;WA;47.489864;-123.81031;-8;1;47.489864,-123.81031
97065;Wasco;OR;45.585405;-120.69234;-8;1;45.585405,-120.69234
49970;Watton;MI;46.53227;-88.60459;-5;1;46.53227,-88.60459
20429;Washington;DC;38.893311;-77.014647;-5;1;38.893311,-77.014647
62893;Walnut Hill;IL;38.469244;-89.03707;-6;1;38.469244,-89.03707
20040;Washington;DC;38.893311;-77.014647;-5;1;38.893311,-77.014647
20551;Washington;DC;38.891995;-77.045219;-5;1;38.891995,-77.045219
98303;Anderson Island;WA;47.16438;-122.69584;-8;1;47.16438,-122.69584
98561;Menlo;WA;46.514625;-123.76903;-8;1;46.514625,-123.76903
06793;Washington;CT;41.633422;-73.28946;-5;1;41.633422,-73.28946
98150;Seattle;WA;47.432251;-121.803388;-8;1;47.432251,-121.803388
98276;Nooksack;WA;48.834208;-122.335734;-8;1;48.834208,-122.335734
98631;Long Beach;WA;46.365773;-124.05022;-8;1;46.365773,-124.05022
98068;Snoqualmie Pass;WA;47.397811;-121.39603;-8;1;47.397811,-121.39603
98925;Easton;WA;47.3042;-121.24849;-8;1;47.3042,-121.24849
98418;Tacoma;WA;47.066193;-122.113223;-8;1;47.066193,-122.113223
98007;Bellevue;WA;47.610935;-122.14104;-8;1;47.610935,-122.14104
48328;Waterford;MI;42.642302;-83.35133;-5;1;42.642302,-83.35133
20434;Washington;DC;38.893311;-77.014647;-5;1;38.893311,-77.014647
12188;Waterford;NY;42.80535;-73.68976;-5;1;42.80535,-73.68976
20453;Washington;DC;38.893311;-77.014647;-5;1;38.893311,-77.014647
98408;Tacoma;WA;47.209021;-122.44498;-8;1;47.209021,-122.44498
20406;Washington;DC;38.893311;-77.014647;-5;1;38.893311,-77.014647
98904;Yakima;WA;46.56451;-120.694658;-8;1;46.56451,-120.694658
39189;Walnut Grove;MS;32.601899;-89.42078;-6;1;32.601899,-89.42078
99030;Rockford;WA;47.463725;-117.11319;-8;1;47.463725,-117.11319
37886;Walland;TN;35.734481;-83.81988;-5;1;35.734481,-83.81988
56387;Waite Park;MN;45.550378;-94.22429;-6;1;45.550378,-94.22429
98512;Olympia;WA;46.969793;-122.99802;-8;1;46.969793,-122.99802
95077;Watsonville;CA;37.05297;-121.949418;-8;1;37.05297,-121.949418
98844;Oroville;WA;48.9332;-119.38169;-8;1;48.9332,-119.38169
20188;Warrenton;VA;38.765619;-77.820293;-5;1;38.765619,-77.820293
99185;Wilbur;WA;47.756616;-118.70628;-8;1;47.756616,-118.70628
46390;Wanatah;IN;41.420078;-86.88131;-6;1;41.420078,-86.88131
20002;Washington;DC;38.901811;-76.99097;-5;1;38.901811,-76.99097
20532;Washington;DC;38.904486;-77.017291;-5;1;38.904486,-77.017291
20214;Washington;DC;38.893311;-77.014647;-5;1;38.893311,-77.014647
98353;Manchester;WA;47.553289;-122.54535;-8;1;47.553289,-122.54535
98184;Seattle;WA;47.432251;-121.803388;-8;1;47.432251,-121.803388
49288;Waldron;MI;41.733173;-84.44772;-5;1;41.733173,-84.44772
98590;Tokeland;WA;46.737458;-123.98121;-8;1;46.737458,-123.98121
98337;Bremerton;WA;47.569167;-122.63479;-8;1;47.569167,-122.63479
99209;Spokane;WA;47.646148;-117.793734;-8;1;47.646148,-117.793734
98082;Bothell;WA;47.432251;-121.803388;-8;1;47.432251,-121.803388
98029;Issaquah;WA;47.572401;-122.02065;-8;1;47.572401,-122.02065
57791;Wasta;SD;44.067091;-102.47618;-7;1;44.067091,-102.47618
20577;Washington;DC;38.900758;-77.034455;-5;1;38.900758,-77.034455
46864;Fort Wayne;IN;41.093763;-85.070713;-5;0;41.093763,-85.070713
20006;Washington;DC;38.897567;-77.04195;-5;1;38.897567,-77.04195
51061;Washta;IA;42.576775;-95.71945;-6;1;42.576775,-95.71945
56761;Wannaska;MN;48.609478;-95.6602;-6;1;48.609478,-95.6602
05360;West Wardsboro;VT;43.028157;-72.87914;-5;1;43.028157,-72.87914
53183;Wales;WI;43.002534;-88.37771;-6;1;43.002534,-88.37771
31501;Waycross;GA;31.220059;-82.35133;-5;1;31.220059,-82.35133
99016;Greenacres;WA;47.648693;-117.15116;-8;1;47.648693,-117.15116
07059;Warren;NJ;40.633652;-74.5008;-5;1;40.633652,-74.5008
98057;Renton;WA;47.432251;-121.803388;-8;1;47.432251,-121.803388
57660;Watauga;SD;45.831561;-101.48462;-7;1;45.831561,-101.48462
20303;Washington;DC;38.893311;-77.014647;-5;1;38.893311,-77.014647
02888;Warwick;RI;41.74805;-71.40982;-5;1;41.74805,-71.40982
06726;Waterbury;CT;41.365709;-72.927507;-5;1;41.365709,-72.927507
98407;Tacoma;WA;47.28392;-122.50433;-8;1;47.28392,-122.50433
98686;Vancouver;WA;45.712623;-122.63419;-8;1;45.712623,-122.63419
99121;Danville;WA;48.977629;-118.51457;-8;1;48.977629,-118.51457
32305;Wakulla Springs;FL;30.130775;-84.406629;-5;1;30.130775,-84.406629
20228;Washington;DC;38.893311;-77.014647;-5;1;38.893311,-77.014647
20463;Washington;DC;38.893311;-77.014647;-5;1;38.893311,-77.014647
82005;Fe Warren AFB;WY;41.139057;-104.862947;-7;1;41.139057,-104.862947
49348;Wayland;MI;42.681969;-85.62761;-5;1;42.681969,-85.62761
30828;Warrenton;GA;33.399555;-82.65655;-5;1;33.399555,-82.65655
71691;Warren;AR;33.608542;-92.081022;-6;1;33.608542,-92.081022
06492;Wallingford;CT;41.457711;-72.81704;-5;1;41.457711,-72.81704
77358;New Waverly;TX;30.545212;-95.46752;-6;1;30.545212,-95.46752
13603;Watertown;NY;44.030204;-75.81845;-5;1;44.030204,-75.81845
02887;Warwick;RI;41.682455;-71.557732;-5;1;41.682455,-71.557732
20206;Washington;DC;38.893311;-77.014647;-5;1;38.893311,-77.014647
20472;Washington;DC;38.893311;-77.014647;-5;1;38.893311,-77.014647
98010;Black Diamond;WA;47.317802;-122.01479;-8;1;47.317802,-122.01479
54566;Wabeno;WI;45.432682;-88.67339;-6;1;45.432682,-88.67339
38965;Water Valley;MS;34.148775;-89.62882;-6;1;34.148775,-89.62882
28173;Waxhaw;NC;34.929433;-80.73061;-5;1;34.929433,-80.73061
05671;Waterbury;VT;44.259518;-72.585018;-5;1;44.259518,-72.585018
04864;Warren;ME;44.135936;-69.24907;-5;1;44.135936,-69.24907
20203;Washington;DC;38.905317;-77.046645;-5;1;38.905317,-77.046645
20238;Washington;DC;38.893311;-77.014647;-5;1;38.893311,-77.014647
98272;Monroe;WA;47.860245;-121.93734;-8;1;47.860245,-121.93734
38685;Waterford;MS;34.549354;-89.61445;-6;1;34.549354,-89.61445
98025;Hobart;WA;47.430704;-121.88496;-8;1;47.430704,-121.88496
20212;Washington;DC;38.893311;-77.014647;-5;1;38.893311,-77.014647
62297;Walsh;IL;38.049616;-89.80775;-6;1;38.049616,-89.80775
98294;Sultan;WA;47.86527;-121.78899;-8;1;47.86527,-121.78899
38485;Waynesboro;TN;35.343716;-87.75739;-6;1;35.343716,-87.75739
98245;Eastsound;WA;48.672312;-122.91972;-8;1;48.672312,-122.91972
98571;Pacific Beach;WA;47.216861;-124.1974;-8;1;47.216861,-124.1974
35677;Waterloo;AL;34.950648;-88.02603;-6;1;34.950648,-88.02603
16157;Wampum;PA;40.889241;-80.34189;-5;1;40.889241,-80.34189
20402;Washington;DC;38.893311;-77.014647;-5;1;38.893311,-77.014647
75692;Waskom;TX;32.472069;-94.09556;-6;1;32.472069,-94.09556
98041;Bothell;WA;47.432251;-121.803388;-8;1;47.432251,-121.803388
98190;Seattle;WA;47.432251;-121.803388;-8;1;47.432251,-121.803388
46863;Fort Wayne;IN;41.093763;-85.070713;-5;0;41.093763,-85.070713
47501;Washington;IN;38.658196;-87.17619;-5;0;38.658196,-87.17619
49797;Waters;MI;44.870233999999996;-84.659847;-5;1;44.870234,-84.659847
68461;Walton;NE;40.764867;-96.53044;-6;1;40.764867,-96.53044
06701;Waterbury;CT;41.365709;-72.927507;-5;1;41.365709,-72.927507
98195;Seattle;WA;47.432251;-121.803388;-8;1;47.432251,-121.803388
99335;Kahlotus;WA;46.648121;-118.55652;-8;1;46.648121,-118.55652
18974;Warminster;PA;40.211241;-75.0887;-5;1;40.211241,-75.0887
99033;Tekoa;WA;47.222328;-117.08133;-8;1;47.222328,-117.08133
20067;Washington;DC;38.893311;-77.014647;-5;1;38.893311,-77.014647
28786;Waynesville;NC;35.511094;-82.99607;-5;1;35.511094,-82.99607
98438;Tacoma;WA;47.151297;-122.567631;-8;1;47.151297,-122.567631
98424;Tacoma;WA;47.242186;-122.35916;-8;1;47.242186,-122.35916
98430;Camp Murray;WA;47.066193;-122.113223;-8;1;47.066193,-122.113223
98464;Tacoma;WA;47.066193;-122.113223;-8;1;47.066193,-122.113223
20239;Washington;DC;38.893311;-77.014647;-5;1;38.893311,-77.014647
98226;Bellingham;WA;48.759079;-122.43597;-8;1;48.759079,-122.43597
98536;Copalis Crossing;WA;47.179475;-124.14241;-8;1;47.179475,-124.14241
